"Department of Query","Total Queries","Status",
"","","In Process","Re-Opened","New In Process","Multi-Department","Deficient Information","Whistle blow OR Tipoff","Closed","Anonymous","Withdrawn","Non-Responsive","Non-Jurisdiction","Duplicate","Partial Redress","Other","CC to SECP","Successfully Closed","Converted into complaint","Lodged as Query",
"IS&T","33","19","0","19","0","0","0","14","0","0","1","0","1","0","2","0","10","0","0",
"Total","33",
